นิติบุคคลจัดตั้งเดือนมิถุนายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
205,0205559018846,บจ.พี เอส วาย เทค คอนโทรล จำกัด,20/6/2559," 1,000,000 ",43210,งานด้านระบบไฟฟ้าในอาคาร โรงงานอุตสาหกรรมทุกประเภท,119/171 หมู่ที่ 1  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
206,0205559018901,บจ.บางแสน ครีเอทีฟ มีเดีย จำกัด,20/6/2559," 1,000,000 ",73101,ประกอบธุรกจบริการรับเป็นผู้จัดการและดูแล สื่อโฆษณาประชาสัมพันธ์ สื่อโฆษณาประชาสัมพันธ์ออนไลน์,100/153 หมู่บ้านปรารถนา3 หมู่ที่ 3 ซอย7  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
207,0205559018986,บจ.98 ทรานสปอร์ต จำกัด,21/6/2559," 1,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้า,188/199 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
208,0205559019257,บจ.วิบไวท์ โกลบอล จำกัด,24/6/2559," 1,000,000 ",20231,ประกอบกิจการผลิตและจำหน่ายผลิตภัณฑ์สำหรับทำความสะอาดและบำรุงรักษา เครื่องนุ่งห่มทุกชนิดเครื่องใช้,88/11 หมู่บ้านพฤกษา 55 หมู่ที่ 1  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130,,
209,0205559019354,บจ.เอ็ม.ซี.ดี.ซัพพลาย จำกัด,27/6/2559," 1,000,000 ",78200,ประกอบกิจการรับจ้างเหมาค่าจ้างแรงงานประจำในโรงงานอุตสาหกรรม,248/7 ถนนบางแสนล่าง  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130,,
210,0205559019389,บจ.วุฒฒิการโยธา จำกัด,27/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน,165/311 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
211,0205559019656,บจ.โพรซีส เทคโนโลยี จำกัด,29/6/2559," 1,000,000 ",28199,ประกอบกิจการจัดตั้งโรงงานหรือจ้างผลิตเครื่องจักร เครื่องกำเนิดโอโซน เครื่องผลิตคลอรีนไดออกไซด์,114/101 หมู่ที่ 4  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,,
212,0205559019966,บจ.ไอ ช๊อป สโตร์ จำกัด,30/6/2559," 1,000,000 ",47413,จัดจำหน่ายเครื่องมือสื่อสาร และซ่อมแซมจำหน่ายอะไหล่อุปกรณ์อุปกรณ์สื่อสารทุกชนิด,278/2 ห้อง LRL25506-CT00012 ห้างแหลมทองบางแสน ชั้น 3 ถนนลงหาดบางแสน  ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี 20130,,
213,0203559002735,หจ.เค.ที.มิกซ์เมทัลแอนด์พลาสติก,17/6/2559," 1,000,000 ",22230,รับฉีดพลาสติกขึ้นรูป และอื่น,91/10 หมู่ที่ 12  ต.หนองเหียง อ.พนัสนิคม จ.ชลบุรี 20140,,
214,0203559002948,หจ.เจริญสมบัติ ทรานสปอร์ต,29/6/2559," 1,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้า และคนไโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในและรหะว่างประเทศ,79/134 หมู่ที่ 5  ต.บ้านเซิด อ.พนัสนิคม จ.ชลบุรี 20140,,
215,0205559016517,บจ.ไทยประดิษฐ์เครื่องหนัง จำกัด,2/6/2559," 1,000,000 ",15129,ประกอบกิจการผลิตและจำหน่ายผลิตภัณฑ์ที่ผลิตจากหนังสัตว์ หนังฟอก,88 หมู่ที่ 1  ต.บ้านเซิด อ.พนัสนิคม จ.ชลบุรี 20140,,
216,0205559017351,บจ.ทีเอ็นที ซัพพลายแอนด์เซอร์วิส จำกัด,8/6/2559," 1,000,000 ",43210,ประกอบกิจการให้บริการติดตั้ง ซ่อมแซม เครื่องใช้ไฟฟ้า อุปกรณ์อิเลคทรอนิคส์ ทุกชนิด,23/44 ถนนเทศบาลพัฒนา  ต.พนัสนิคม อ.พนัสนิคม จ.ชลบุรี 20140,,
217,0205559019222,บจ.กำชัย หนองขาม พญาไพร จำกัด,24/6/2559," 1,000,000 ",49209,ประกอบกิจการบริการรับจ้างทั่วไป รับส่งพนักงาานโรงงาน รถโดยสารประจำทางและไม่จำประทาง,99 หมู่ที่ 5  ต.วัดหลวง อ.พนัสนิคม จ.ชลบุรี 20140,,
218,0205559019508,บจ.เอพี เพอร์เฟค เอ็นจิเนียริ่ง จำกัด,28/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,32/95 หมู่ที่ 3  ต.กุฎโง้ง อ.พนัสนิคม จ.ชลบุรี 20140,,
219,0205559019559,บจ.ทีทีพี กิจรุ่งเรือง เอ็นจิเนียริ่ง จำกัด,28/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาสร้างบ้าน ต่อเติม กระจกอลูมิเนียม งานโครงสร้างเหล็ก เหล็กตัด ผ้า งานไฟฟ้า,61 หมู่ที่ 7  ต.หนองเหียง อ.พนัสนิคม จ.ชลบุรี 20140,,
220,0203559002484,หจ.เอสเอสเค คอนสตรัคชั่น แอนด์ อินโนเวชั่น,3/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร ต่อเติม โครงสร้างเหล็ก รวมถึงเดินสายไฟทุกประเภท,222/13 หมู่ที่ 7  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150,,
221,0203559002611,หจ.พิกุลธวงษ์,10/6/2559," 1,000,000 ",29203,ประกอบกิจการรับเหมาต่อตู้คอนเทนเนอร์,136/47 หมู่ที่ 8  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
222,0203559002620,หจ.วีอาร์ เซลล์ แอนด์ เซอร์วิส ซัคเซส,13/6/2559," 1,000,000 ",46499,ประกอบกิจการนำเข้า ส่งออก จำหน่าย น้ำยาซักแห้ง น้ำยาทำความสะอาดสุขภัณฑ์ และผลิตภัณฑ์ทำความสะอาด,538/16 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
223,0203559002671,หจ.ภูชยากร 2559,14/6/2559," 1,000,000 ",70209,การให้คำปรึกษาด้านธุรกิจและการจัดการ,284/37 หมู่ที่ 2  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
224,0203559002778,หจ.รุ่งเรือง เซอร์วิส ฟอร์ ยู,21/6/2559," 1,000,000 ",66123,รับแลกเปลี่ยนเงินตราต่างประเทศ โดยได้รับอนุญาตจากหน่วยงานที่เกี่ยวข้อง,98/90 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
225,0203559002808,หจ.วี. อาร์. วาย. สแตนเลส สไตล์,22/6/2559," 1,000,000 ",25922,ประกอบกิจการรับออกแบบติดตั้ง ปั้ม ขึ้นรูป กลึง กลัด ไส ดัด เชื่อม ประกอบ อลูมินั่ม สแตนเลส,102/18 หมู่ที่ 2  ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี 20150,,
226,0203559002956,หจ.บีทีเค เฟอร์นิเจอร์ (2016),29/6/2559," 1,000,000 ",43301,ประกอบกิจการรับจ้าง รับเหมา ออกแบบ ติดตั้ง ซ่อมแซมบำรุงรักษา เฟอร์นิเจอร์ต่าง ๆ,16/3 หมู่ที่ 3  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
227,0205559016444,บจ.คงกิจเจริญ จำกัด,1/6/2559," 1,000,000 ",55102,ประกอบกจิการให้เช่าที่พักอาศัยทั้งรายวันรายเดือน,67/29 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
228,0205559016452,บจ.มิสมี คลีนนิ่ง แอนด์ เซอร์วิส จำกัด,2/6/2559," 1,000,000 ",81210,ประกอบกิจการให้บริการทำความสะอาด และพนักงานทำความสะอาด ทั้งรายวัน รายเดือน ทุกชนิดทุกประเภท,502/94 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
229,0205559016487,บจ.เอช เอ็ม พี เอสเตท จำกัด,2/6/2559," 1,000,000 ",68102,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่น,149/176 หมู่ที่ 7  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
230,0205559016649,บจ.ค้ำคูณ พลัส จำกัด,3/6/2559," 1,000,000 ",56101,อาหารและเครื่องดื่ม,154/31 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
231,0205559016681,บจ.โกลเด้น ไทเกอร์ โฮลดิ้งส์ จำกัด,3/6/2559," 1,000,000 ",68101,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่น,77/671 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
232,0205559016720,บจ.เทคโซเชียลกรุ๊ป จำกัด,3/6/2559," 1,000,000 ",47413,ประกอบกิจการซื้อมาขายไปติดตั้งซ่อมแซมบำรุงรักษากล้องวงจรปิด,384/2 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
233,0205559016801,บจ.พาราโน่ แอสเสท จำกัด,3/6/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ-ขาย จัดสรรที่ รวมถึงอสังหาริมทรัพย์ทุกชนิด,39/141 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
234,0205559016886,บจ.อี.พี. พร็อพเพอร์ตี้ จำกัด,6/6/2559," 1,000,000 ",66199,ประกอบธุรกิจรับเป็นผู้จัดการและดูแลผลประโยชน์ เก็บผลประโยชน์และจัดการทรัพย์สินให้บุคคลอื่น,8/7 หมู่ที่ 2  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150,,
235,0205559017017,บจ.อเมซอน บี3-312 จำกัด,7/6/2559," 1,000,000 ",68101,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่น,77/928 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
236,0205559017025,บจ.พีอาร์พี แล็บ แอนด์ คลินิค จำกัด,7/6/2559," 1,000,000 ",86201,ประกอบกิจการบริการคลินิคเทคนิคการแพทย์,504/5 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
237,0205559017084,บจ.เคเจ โคเรีย (ไทยแลนด์) จำกัด,7/6/2559," 1,000,000 ",96101,นวดแผนโบราณและสปา,184/22 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
238,0205559017149,บจ.มาโกะโคโระ จำกัด,7/6/2559," 1,000,000 ",56101,การบริการด้านอาหารในภัตตาคาร ร้านอาหาร ร้านอาหารญี่ปุ่น,85/7 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
239,0205559017157,บจ.ลุคซัส สปา จำกัด,7/6/2559," 1,000,000 ",96101,ประกอบกิจการบริการนวดแผนโบราณ นวดแผนไทย นวดสปา นวดเพื่อสุขภาพ นวดสมุนไพรทุกประเภท,392/83 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
240,0205559017173,บจ.พัทยา ซันไชน์ เรียล เอสเตท จำกัด,8/6/2559," 1,000,000 ",68201,ประกอบกิจการตัวแทน ซื้อ ขาย เช่า ให้เช่า ที่ดิน บ้าน อาคารชุดและอสังหาริมทรัพย์ทุกประเภท,99/80 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
241,0205559017246,บจ.ทรัพย์ปรทิพย์ จำกัด,8/6/2559," 1,000,000 ",46900,การค้าน้่ำดื่ม เครื่องดื่ม น้ำแร่ น้ำผลไม้ สุรา ยาสูบ เบียร์ อาหารสด อาหารแห้ง อาหารสำเร็จรูป,61/5 หมู่ที่ 4  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
242,0205559017254,บจ.เซอร์โน๊กซ์ จำกัด,8/6/2559," 1,000,000 ",68103,การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองหรือเช่าจากผู้อื่นเพื่อเป็นที่พักอาศัย,77/1103 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
243,0205559017271,บจ.แอคท์เพเนี่ยน จำกัด,8/6/2559," 1,000,000 ",79909,การเป็นนายหน้าตัวแทนให้บริการจองห้องพัก โรงแรม รีสอร์ท ทุกชนิดเป็นนายหน้าตัวแทนให้บริการรับจองธุรกิจ,42/87 หมู่ที่ 2  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
244,0205559017386,บจ.บีอาร์แอล แลบ (ไทยแลนด์) จำกัด,9/6/2559," 1,000,000 ",46319,ประกอบกิจการค้า ผลิต ซื้อ จัดหา ใช้ ครอบครอง ถือกรรมสิทธิ์ จำหน่าย นำเข้า และส่งออก ซึ่ง,64/2 หมู่ที่ 10 ซอยเขาตาโล 20  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
245,0205559017408,บจ.คิว ฟรุ๊ต จำกัด,9/6/2559," 1,000,000 ",46209,ประกอบกิจการซื้อ ขายสินค้าพืชผลทางการเกษตรทั้งในประเทศและต่างประเทศ,39/21 หมู่ที่ 2  ต.เขาไม้แก้ว อ.บางละมุง จ.ชลบุรี 20150,,
246,0205559017424,บจ.แมฟเวอริค อินดัสทรี จำกัด,9/6/2559," 1,000,000 ",33200,ประกอบกิจการให้บริการประกอบเครื่องฉีดสารเคมี เช่น เครื่องพ่นไล่ยุง เครื่องพ่นสารเคมี,126/401 หมู่ที่ 4 ถนนสุขุมวิท  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150,,
247,0205559017441,บจ.แบรนด์เดอริส จำกัด,9/6/2559," 1,000,000 ",59111,รับผลิตและตัดต่อสื่อวีดีทัศน์ ภาพยนต์,13/81 หมู่ที่ 5 ถนนสุขุมวิทพัทยา 53/8  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
248,0205559017530,บจ.เอเอ็นเอ ดีเวลลอปเมนท์ จำกัด,9/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง ออกแบบ ตกแต่ง ต่อเติม ซ่อมแซม รับเหมางานเบ็ดเสร็จทั้งระบบโครงสร้าง,229/61 หมู่ที่ 12 ซอย13 ถนนเทพประสิทธิ์  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
249,0205559017548,บจ.รัตนากร พัทยา พร็อพเพอร์ตี้ จำกัด,9/6/2559," 1,000,000 ",55101,ประกอบกิจการโรงแรม,300/6 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
250,0205559017564,บจ.ซันเซ็ท 108 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,389/389 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
251,0205559017572,บจ.อะเมซอนบี1 225 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/552 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
252,0205559017599,บจ.อะเมซอนบี 3 218-219 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/912 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
253,0205559017602,บจ.อะเมซอนบี 4 217 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/1101 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
254,0205559017629,บจ.อะเมซอนบี3 222 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/915 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
255,0205559017637,บจ.อะเมซอนบี 4 423 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/1148 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
256,0205559017645,บจ.อะเมซอนบี2 303 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/742 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
257,0205559017653,บจ.อะเมซอนบี 2 222 จำกัด,9/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/737 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
258,0205559017661,บจ.เอพีพี สแตนเลสดีไซน์ แอนด์ คิทเช่น จำกัด,9/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,43/11 หมู่ที่ 2  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
259,0205559017734,บจ.อินฟินิตี้ อินสเตนท์ จำกัด,10/6/2559," 1,000,000 ",18119,ประกอบกจิการรับพิมพ์งานและภาพถ่ายทุกชนิด,217/25 หมู่ที่ 12 ซอย15 ถนนเทพประสิทธิ์  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
260,0205559017751,บจ.เอฟ.ที พร็อพเพอร์ตี้ จำกัด,10/6/2559," 1,000,000 ",68101,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดิน,47/9 หมู่ที่ 4  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
261,0205559017777,บจ.โพสท์มาเก็ต จำกัด,10/6/2559," 1,000,000 ",46103,ประกอบกิจการนำเข้า ส่งออกและจำหน่าย ขายส่ง สินค้า เสื้อผ้าอุปกรณ์ต่างๆ ชิ้นส่วนอะไหล่เครื่องยนต์,212/85 หมู่ที่ 5  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
262,0205559017866,บจ.บาลาจี กรู๊ป ไพรเวท จำกัด,10/6/2559," 1,000,000 ",68102,ประกอบกิจการให้บริการ ซื้อ ขายและให้เช่าอสังหาริมทรัพย์,77/1042 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
263,0205559017904,บจ.ฟิลหงส์ จำกัด,10/6/2559," 1,000,000 ",68101,การซื้อ ขาย โอน จำนอง จำนำ จำหน่ายและแลกเปลี่ยนทรัพย์สินโดยประการอื่น,290/172 อาคารชุดนอร์ทชอร์ หมู่ที่ 9 ถนนเลียบชายหาด  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
264,0205559017921,บจ.เคเอ็มอี เซอร์วิส จำกัด,13/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,38/24 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
265,0205559017947,บจ.วัชรา  อิเลคทริค ซิสเทม จำกัด,13/6/2559," 1,000,000 ",43210,ประกอบกิจการรับเหมาติดตั้ง ดูแลรักษา ซ่อมแซม ระบบไฟฟ้า ระบบแอร์ และงานที่เกี่ยวข้องทุกชนิด,64/4 หมู่ที่ 7  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
266,0205559018021,บจ.ดับเบิลยู ที เอฟ เวิลด์ไวด์ จำกัด,13/6/2559," 1,000,000 ",45301,ประกอบกิจการจำหน่าย ผลิต นำเข้า ส่งออก อุปกรณ์ ผลิตภัณฑ์ชิ้นส่วนรถยนต์และอุปกรณ์ในการตกแต่งรถยนต์,34/83 หมู่บ้านเอสพีวิลเลจ 5 หมู่ที่ 2  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
267,0205559018048,บจ.ศิษย์ยอดธง มวยไทย จำกัด,13/6/2559," 1,000,000 ",93111,ประกอบกิจการเพื่อส่งเสริมแลพัฒนาศักยภาพให้กับเยาวชนในด้านกีฬามวยไทยและอื่นๆที่เกี่ยวข้อง,36/6 หมู่ที่ 6  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
268,0205559018072,บจ.คราวด์ซอร์ซเซอร์ จำกัด,13/6/2559," 1,000,000 ",73101,ประกอบกิจการบริการออกแบบ เว็บไซต์ สื่อ มีเดีย รวมทั้งกิจการโฆษณา,54/24 หมู่ที่ 6  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
269,0205559018099,บจ.เหมย จู เซอร์วิส จำกัด,13/6/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย ใหเช่าอสังหาริมทรัพย์ทุกประเภท นายหน้า ตัวแทน และให้บริการจัดซื้อที่ดิน,353/53 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
270,0205559018137,บจ.อัลบาสตากี จำกัด,14/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/918 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
271,0205559018145,บจ.กอล์ฟ  เบอร์ดี้ จำกัด,14/6/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย ให้เช่า ห้องชุด อาคารชุด และอสังหาริมทรัพย์ทุกชนิด,359/130 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
272,0205559018242,บจ.หนานหยาง (ประเทศไทย) จำกัด,14/6/2559," 1,000,000 ",68102,ประกอบธุรกิจค้าอสังหาริมทรัพย์,149/200 หมู่ที่ 7  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
273,0205559018277,บจ.แซด คิว อินเตอร์ (ไทยแลนด์) จำกัด,14/6/2559," 1,000,000 ",68201,ประกอบกิจเป็นนายหน้า ค้าอสังหาริมทรัพย์,151/156 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
274,0205559018331,บจ.วิลล่า เร้นเตอร์ (ไทยแลนด์) จำกัด,15/6/2559," 1,000,000 ",68201,ประกอบกิจการเป็นตัวแทน นายหน้า ซื้อ ขาย ให้เช่าอสังหาริมทรัพย์ทุกประเภท,455/16 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
275,0205559018340,บจ.ส.สวรินทร์ จำกัด,15/6/2559," 1,000,000 ",77101,ประกอบกิจการบริการเช่ารถทุกประเภท,99/11 หมู่ที่ 4  ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี 20150,,
276,0205559018528,บจ.ซาบิซ อาร์ต จำกัด,16/6/2559," 1,000,000 ",46900,ประกอบธุรกิจค้า นำเข้าและส่งออกเพื่อจำหน่ายสินค้าประเภทเครื่องนุ่งห่ม เสื้อผ้าแฟชั่น กระเป๋า รองเท้า,99/115 หมู่ที่ 4  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150,,
277,0205559018579,บจ.อะเมซอนบี 4 723 จำกัด,17/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/1224 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
278,0205559018595,บจ.เมโดว์ วิลล่า 200 จำกัด,17/6/2559," 1,000,000 ",68101,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่น,193/126 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
279,0205559018625,บจ.เอ็มเจดี อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,17/6/2559," 1,000,000 ",46522,ประกอบกิจการนำเข้าส่งออกอุปกรณ์โทรศัพท์มือถือและส่วนประกอบโทรศัพท์มือถือ,434/35 วิวทะเลคอนโด 2 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
280,0205559018684,บจ.อจิร่า55 จำกัด,17/6/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย ให้เช่า เช่าซื้อ จำนอง ที่ดิน สิ่งปลูกสร้างและอสังหาริมทรัพย์อื่น,183/14 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
281,0205559018692,บจ.ซีอี คอนเวอร์เจนซ์ เอ็นจิเนียส์ พร็อพเพอร์ตีส์ จำกัด,17/6/2559," 1,000,000 ",68102,ประกอบกจิการซื้อ ขาย ให้เช่า เช่าซื้อ จำนอง ที่ดิน สิ่งปลูกสร้างและอสังหาริมทรัพย์อื่น,"301/39,40 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150",,
282,0205559018731,บจ.เอ็มดี มาสซาจ แอนด์ คอนซัลติ้ง จำกัด,20/6/2559," 1,000,000 ",96101,ประกอบกิจการวดแผนไทย เพื่อสุขภาพตลอดจนกิจการที่เกี่ยวข้องกับธุรกิจดังกล่าว,157/148 หมู่ที่ 5 ถนนพัทยา-นาเกลือ  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
283,0205559018749,บจ.ธนัทธนโชติ จำกัด,20/6/2559," 1,000,000 ",68101,ประกอบกิจารพัฒนาที่ดิน ดำเนินการจัดสร้างที่พักอาศัย อพาร์ทเม้นท์,92/26-28 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
284,0205559018765,บจ.รีเทลแล็บ คอร์ปอเรชั่น จำกัด,20/6/2559," 1,000,000 ",81293,ประกอบกิจการรับกำจัดปลวกและแมลงทุกชนิด รวมทั้งสัตว์ฟันและในบ้านเรือนหรือทางสาธารณสุข,33/34 หมู่ที่ 13  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
285,0205559018790,บจ.เอ๊กซ์เพล ฟูมิเกชั่น จำกัด,20/6/2559," 1,000,000 ",81293,ประกอบกิจการรับจ้างกำจัดปลวก หนู มด งู เห็บ ผึ้ง นกและแมลงทุกชนิด,311/86 หมู่ที่ 6  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
