นิติบุคคลจัดตั้งเดือนกรกฎาคม  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
235,0205559021871,บจ.รวงมงคล จำกัด,15/7/2559," 1,000,000 ",46205,ประกอบกิจการซื้อขาย นำเข้า ส่งออกเมล็ดพันธุ์ ผัก พืช พืชผลการเกษตร แบ่งบรรจุและเพาะเมล็ดพันธุ์พืชผัก,66 หมู่ที่ 8  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
236,0205559021898,บจ.ภัตตาคาร เล่าปี่ จำกัด,15/7/2559," 1,000,000 ",56101,ประกอบด้านภัคตาคารจีน ไทย นุโรป ทุกประเภท,193/29 หมู่ที่ 11  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
237,0205559021910,บจ.วี วาย เรสซิเดนซ์ จำกัด,15/7/2559," 1,000,000 ",68103,บริการให้เช่าห้องพักและจำหน่ายอาหารเครื่องดื่ม,4/22 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
238,0205559021979,บจ.บีช ทรี พร็อพเพอร์ตี้ จำกัด,15/7/2559," 1,000,000 ",68102,ประกอบกิจการให้บริการ การซื้อ ขาย และให้เช่า อสังหาริมทรัพย์,77/1171 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
239,0205559021987,บจ.ฟาร์ อีสท์เทิร์น โฮลดิ้ง จำกัด,15/7/2559," 1,000,000 ",68102,ประกอบกิจการให้บริการ การซื้อ ขาย และให้เช่า อสังหาริมทรัพย์,77/1122 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
240,0205559021995,บจ.888 อเมซอน จำกัด,15/7/2559," 1,000,000 ",68102,ประกอบกิจการให้บริการ การซื้อ ขาย และให้เช่า อสังหาริมทรัพย์,77/1169 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
241,0205559022151,บจ.เบสแอนด์เกรทเวลธ์แพลนเนอร์ จำกัด,21/7/2559," 1,000,000 ",70209,ประกอบกิจการรับเป็นที่ปรึกษา ฝึดอบรมรับจัดการธุรกิจเกี่ยวกับการบริหาร,586/2 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
242,0205559022223,บจ.อัลลา พาวเวอร์ จำกัด,21/7/2559," 1,000,000 ",46105,ประกอบกิจการนำเข้า ส่งออก ซื้อ จำหน่าย เกี่ยวกับเครื่องจักร เครื่องยนต์,50/14 หมู่ที่ 2  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
243,0205559022240,บจ.เอส. อาร์ท จำกัด,21/7/2559," 1,000,000 ",66199,ประกอบธุรกิจบริการรับเป็นผู้จัดการและดูแลผลประโยชน์,352/1163 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
244,0205559022312,บจ.พี เอส คูเปอร์ โฮลดิงส์ จำกัด,22/7/2559," 1,000,000 ",68102,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่น,77/1225 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
245,0205559022347,บจ.บั๊ดเดน เอสเตทส์ จำกัด,22/7/2559," 1,000,000 ",68201,ประกอบกิจการที่ปรึกษาเกี่ยวกับธุรกิจทั่วไป ซื้อ ขาย เช่า ให้เช่าสังหาริมทรัพย์ อสังหาริมทรัพย์,418/125 หมู่ที่ 6  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
246,0205559022398,บจ.เออี ลอนดรี แอนด์ โพส จำกัด,22/7/2559," 1,000,000 ",61101,บริการทางอินเตอร์เน็ต,68/69 หมู่ที่ 1  ต.เขาไม้แก้ว อ.บางละมุง จ.ชลบุรี 20150,,
247,0205559022410,บจ.คลินิก เซียสต่า จำกัด,22/7/2559," 1,000,000 ",46441,ประกอบกิจการค้า นำเข้า ส่งออก จำหน่ายปลีกและส่ง ยา เวชภัณฑ์ เครื่องมือ และอุปกรณ์ทางการแพทย์ทุกชนิด,366/114 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
248,0205559022444,บจ.บลู ไดมอนด์ เรสซิเด้นซ์ จำกัด,22/7/2559," 1,000,000 ",68102,ประกอบกิจการด้านการตลาด การประชาสัมพันธ์ ด้านการขาย การเช่าอสังหาริมทรัพย์,493/6-9 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
249,0205559022487,บจ.นาเกลือ 818 จำกัด,25/7/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย เช่า ให้เช่า เช่าซื้อ ขายฝาก จำนองที่ดิน สิ่งปลูกสร้างและอสังหาริมทรัพย์อื่นๆ,202/174 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
250,0205559022509,บจ.กฤตธนภัทร  คอนสทรัคชั่น  2016 จำกัด,25/7/2559," 1,000,000 ",41002,รับเหมาก่อสร้างงานภาครัฐและภาคเอกชน,6/1 หมู่ที่ 4  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
251,0205559022517,บจ.ทีพี พัทยา ยอชท์ จำกัด,25/7/2559," 1,000,000 ",96305,สถานบริการอาบอบนวด,383/2 ห้องเลขที่ บี-11 หมู่ที่ 12 ถนนสุขุมวิท  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
252,0205559022576,บจ.ดานิกา เอ็นเตอร์ไพร้ส์ 3110 จำกัด,25/7/2559," 1,000,000 ",68102,ประกอบกิจการซื้อขาย เช่า ให้เช่า ที่ดิน บ้าน คอนโด โรงแรม อาคารพาณิชย์ อพาร์เม้นท์ ทาวน์เฮ้าส์,223/298 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
253,0205559022584,บจ.โซลูชั่นเวอร์คซ์ (ไทยแลนด์) จำกัด,25/7/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย เช่าให้เช่า ที่ดิน บ้านคอนโด โรงแรม อาคารพาณิชย์ อพาร์ทเม้นท์ ทาวน์เฮ้าส์,223/176 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
254,0205559022622,บจ.จุลอักษร เกสต์ เฮาส์ จำกัด,25/7/2559," 1,000,000 ",68103,บริการห้องพัก ห้องเช่า และบริการอื่นๆที่เกี่ยวกับห้องพักทุกประเภท,144/69 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
255,0205559022720,บจ.เคซีซี เดเวลล็อปเม้น จำกัด,26/7/2559," 1,000,000 ",68102,ประกอบกิจการพัฒนาที่ดิน อสังหาริมทรัพย์ ก่อสร้างอาคารชุด คอนโดมิเนียม บ้าน บ้านแฝด ทาวน์เฮ้าส์,78/1 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
256,0205559022738,บจ.บานาน่า มาม่า จำกัด,26/7/2559," 1,000,000 ",68102,ประกอบกิจการ ซื้อ ขาย ให้เช่า และจัดหา อสังหาริมทรัพย์ ทุกประเภท,267/280 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
257,0205559022797,บจ.เจ โมเนร่า จำกัด,27/7/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,305/76 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
258,0205559022819,บจ.อะเมซอนบี 3 707 จำกัด,27/7/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/1025 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
259,0205559022827,บจ.แฮปปี้ พัทยา จำกัด,27/7/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/1175 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
260,0205559022843,บจ.ที.เอส เทค เอ็นเตอร์ไพรส์ จำกัด,27/7/2559," 1,000,000 ",28199,ประกอบกิจการรับจ้างผลิต ติดตั้ง และซื้อมาขายไประบบออยล์ฟิลเตอร์ แอร์ฟิลเตอร์ ไส้กรองฟิลเตอร์และชนวน,13/229 หมู่ที่ 3  ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี 20150,,
261,0205559022878,บจ.ทรินิตี้ ฟอร์ซ เซอร์วิส แอนด์ โซลูชั่น จำกัด,27/7/2559," 1,000,000 ",43210,ประกอบกิจการติดตั้งและซ่อมบำรุงรักษาและทดสอบระบบไฟฟ้าอุสหากรรม,63/6 หมู่ที่ 4 ซอยบ้านแกรก 4 ถนนสาย 36  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
262,0205559022908,บจ.หัตถ์ทรัพย์ จำกัด,27/7/2559," 1,000,000 ",96101,ประกอบกิจการสปา นวด เพื่อสุขภาพ ดูแลเสริมสร้างสุขภาพ นวดเพื่อเสริมสวย ดูแลผิวพรรณ,23/20 หมู่ที่ 1  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
263,0205559022924,บจ.ภคินี ดีเวลล็อปเม้นท์ จำกัด,27/7/2559," 1,000,000 ",41002,รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,20/19 หมู่บ้านพาร์คอเวนิว หมู่ที่ 8  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
264,0205559022983,บจ.วี อาร์ ดีเวลล็อปเปอร์ จำกัด,28/7/2559," 1,000,000 ",68201,ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่นๆ,249/52 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
265,0205559023025,บจ.ฮอริซั่น  99 จำกัด,28/7/2559," 1,000,000 ",55101,ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ,44/61 หมู่ที่ 5  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
266,0205559023041,บจ.วรรณกร ออโตเมชั่น จำกัด,28/7/2559," 1,000,000 ",46599,จำหน่าย นำเข้า ผลิต ติดตั้ง ออกแบบ อุปกรณ์ เครื่องจักรอุตสาหกรรม ไฟฟ้า มิเตอร์ เครื่องครัว,77/257 หมู่ที่ 1  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
267,0205559023068,บจ.ปุริมฟาร์ เดคคอเรชั่น จำกัด,28/7/2559," 1,000,000 ",74101,ประกอบกิจการออกแบบตกแต่งภายใน,32/51 หมู่ที่ 7  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
268,0205559023076,บจ.ดูดี ยูนิฟอร์ม แอนด์ เซอร์วิส จำกัด,28/7/2559," 1,000,000 ",78200,ประกอบกิจการรับเหมาค่าแรงทุกประเภท,55/97 หมู่ที่ 3  ต.เขาไม้แก้ว อ.บางละมุง จ.ชลบุรี 20150,,
269,0205559023122,บจ.พีเอฟ แอทเลททิค จำกัด,28/7/2559," 1,000,000 ",46433,ซื้อมาขายไป อุปกรณ์กีฬาทุกชนิด,433/53 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
270,0205559023190,บจ.ณิชาพร พร็อพเพอร์ตี้ จำกัด,29/7/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย เช่า ให้เช่า ซื้อฝาก ขายฝาก อสังหาริมทรัพย์ และสังหาริมทรัพย์,55/40 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
271,0205559023211,บจ.91ดี พร็อพเพอร์ตี้ จำกัด,29/7/2559," 1,000,000 ",68101,ประกอบกิจการซื้อ ขาย เช่า ให้เช่า จำนอง ที่ดิน บ้าน คอนโดมิเนียม โรงแรม อาคารพาณิชย์,72/45 หมู่ที่ 13  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
272,0205559023238,บจ.ยุทธจักร แอดเวอร์ไทซิ่ง จำกัด,29/7/2559," 1,000,000 ",73101,ประกอบกิจการรับจ้างทำป้ายโฆษณาทุกชนิด,93/2 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
273,0203559003219,หจ.ธัญพร ทรานสปอร์ต,22/7/2559," 1,000,000 ",49339,ประกอบกิจการขนส่งทุกชนิด,31/36 หมู่ที่ 2  ต.หนองกะขะ อ.พานทอง จ.ชลบุรี 20160,,
274,0205559020123,บจ.อีซีเอส กรุ๊ป จำกัด,1/7/2559," 1,000,000 ",46599,ประกอบกิจการค้า ปลีก-ส่งสินค้าทุกชนิดเช่นเครื่องปรับอากาศ กล้องวงจรปิด อุปกรณ์ก่อสร้าง,88/6 หมู่ที่ 2  ต.หนองกะขะ อ.พานทอง จ.ชลบุรี 20160,,
275,0205559020182,บจ.มังกรทอง กรุ๊ป ทรานสปอร์ต จำกัด,1/7/2559," 1,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้า และคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศฯ,104/21 หมู่ที่ 2  ต.หนองกะขะ อ.พานทอง จ.ชลบุรี 20160,,
276,0205559021651,บจ.เอ็นพี เซอร์วิส เอ็นจิเนียริ่ง จำกัด,14/7/2559," 1,000,000 ",25922,ประกอบกิจการรับจ้างกลึง ใส เชื่อมโลหะ กัด เจาะ มิลลิ่ง,111/62 หมู่ที่ 6  ต.หนองตำลึง อ.พานทอง จ.ชลบุรี 20160,,
277,0205559022789,บจ.รักษาความปลอดภัย ปุณยวัจน์ จำกัด,27/7/2559," 1,000,000 ",80100,ประกอบกิจการให้บริการรักษาความปลอดภัยให้แก่ บุคคล คณะบุคคล เอกชน หน่วยงานราชการ,160/15 หมู่ที่ 2  ต.หนองหงษ์ อ.พานทอง จ.ชลบุรี 20160,,
278,0205559022860,บจ.สวัสดีเซอร์วิส เซ็นเตอร์ จำกัด,27/7/2559," 1,000,000 ",85491,ประกอบกิจการ รับสอนภาษาอังกฤษ ญี่ปุ่น จีน ผรั่งเศส ฯลฯ และรับบริการสอนภายในโรงเรียน,121/31 หมู่ที่ 2  ต.บ้านเก่า อ.พานทอง จ.ชลบุรี 20160,,
279,0205559023173,บจ.ทีวายซี คอมโพเนนต์ (ประเทศไทย) จำกัด,29/7/2559," 1,000,000 ",46521,การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,209/89 หมู่ที่ 10  ต.พานทอง อ.พานทอง จ.ชลบุรี 20160,,
280,0203559003090,หจ.เกตุนันท์ เทรดดิ้ง,8/7/2559," 1,000,000 ",27320,ประกอบกิจการรับประกอบสายไฟอิเลคโทรนิค,169/7 หมู่ที่ 2  ต.บ้านบึง อ.บ้านบึง จ.ชลบุรี 20170,,
281,0205559020310,บจ.มหาพุทธาคุณ จำกัด,4/7/2559," 1,000,000 ",46599,กิจการจำหน่ายวัสดุอุปกรณ์ เครื่องมือเครื่องใช้และอุปกรณ์ฮาร์ดแวร์ทุกชนิดที่ใช้ในโรงงงานอุตสาหกรรม,20 ถนนมาบกรูด  ต.บ้านบึง อ.บ้านบึง จ.ชลบุรี 20170,,
282,0205559020433,บจ.ส.อารียาสุข ทราน สปอร์ต จำกัด,5/7/2559," 1,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้า และคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศทั้งภายในประเทศและระหว่างประเทศ,685 หมู่ที่ 3  ต.หนองชาก อ.บ้านบึง จ.ชลบุรี 20170,,
283,0205559021103,บจ.แพรชมพู อาหารและเครื่องดื่ม จำกัด,11/7/2559," 1,000,000 ",46319,ประกอบกิจการจำหน่ายกาแฟ ชา นม ขนมปัง เบเกอรี่และบริการอาหารไทย อาหารนานาชาติ เครื่องดื่ม,222/199 หมู่ที่ 6  ต.มาบไผ่ อ.บ้านบึง จ.ชลบุรี 20170,,
284,0205559021162,บจ.ไดมอนด์ควอลิตี้ทูลส์ จำกัด,11/7/2559," 1,000,000 ",25939,ประกอบกิจการผลิต รับจ้างผลิตเครื่องมือช่าง เครื่องทุ่นแรง อุปกรณ์เครื่องช่วยยก อื่นๆ,59/5 หมู่ที่ 1  ต.หนองซ้ำซาก อ.บ้านบึง จ.ชลบุรี 20170,,
285,0205559021260,บจ.ฟีนิกซ์ ไพร์ม จำกัด,11/7/2559," 1,000,000 ",46521,ประกอบกิจการซื้อ ขาย วัสดุ อุปกรณ์ไฟฟ้า เครื่องมือเครื่องใช้ และวัสดุสิ้นเปลืองทุกประเภท,138/126 หมู่ที่ 5  ต.มาบไผ่ อ.บ้านบึง จ.ชลบุรี 20170,,
286,0205559021511,บจ.เอ็นพลัส คอร์ปอเรชั่น จำกัด,13/7/2559," 1,000,000 ",46694,ประกอบกิจการซื้อมาขายไป ผลิตภัณฑ์ บรรจุภัณฑ์ทุกชนิด รวมถึงสินค้าและอุปกรณ์ตามคำสั่งซื้อ ทุกชนิด,90/27 หมู่ที่ 3  ต.มาบไผ่ อ.บ้านบึง จ.ชลบุรี 20170,,
287,0205559022461,บจ.เอสอาร์ซี พรีซิชั่น เอ็นจิเนียริ่ง จำกัด,22/7/2559," 1,000,000 ",25922,ประกอบกิจการออกแบบ เขียนแบบ ผลิตชิ้นส่วนซ่อมแซมชิ้นส่วนแปรรูปกลึงงาน ด้านวิศวกรรมทุกชนิด,109/13 หมู่ที่ 3  ต.หนองชาก อ.บ้านบึง จ.ชลบุรี 20170,,
288,0205559022606,บจ.โชคอินทรีย์ จำกัด,25/7/2559," 1,000,000 ",78200,บริการรับจ้างเหมาแรงงาน บรรจุหีบห่อ แขวนงาน,197/3 หมู่ที่ 3  ต.หนองชาก อ.บ้านบึง จ.ชลบุรี 20170,,
289,0203559003201,หจ.ปาณิสรา เนิสซิ่ง แคร์,21/7/2559," 1,000,000 ",78200,ประกอบกิจการรับเหมาแรงงานทีมพยาบาล พยาบาลเฝ้าไข้ ให้กับโรงพยาบาลและหน่วยงานต่างๆ,10/53 หมู่ที่ 6  ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180,,
290,0203559003235,หจ.รัชดา ไลฟ์ บิสซิเนส,22/7/2559," 1,000,000 ",70209,ประกอบกิจการบริการให้คำปรึกษา ให้คำแนะนำให้ความรู้ เกี่ยวกับประกันภัย (ทั้งที่ไม่ใช่ธุรกิจประกันภัย),99/8-9 หมู่ที่ 5  ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี 20180,,
291,0205559020018,บจ.บีช เฮ้า 2016 จำกัด,1/7/2559," 1,000,000 ",68201,ประกอบกิจการเป็นนายหน้าตัวแทน จำหน่ายอสังหาริมทรัพย์,55/340 หมู่ที่ 8  ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180,,
292,0205559020115,บจ.ภูมีสิน 99 จำกัด,1/7/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,40/92 หมู่ที่ 6  ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี 20180,,
293,0205559020662,บจ.เดอะเบส เมดิคอลเซอร์วิส จำกัด,6/7/2559," 1,000,000 ",86201,บริการตรวจสุขภาพแบบเคลื่อนที่,60/93 หมู่ที่ 4  ต.แสมสาร อ.สัตหีบ จ.ชลบุรี 20180,,
294,0205559020808,บจ.พี เอ็น เอ็ม แมททีเรียล มาร์เก็ตติ้ง จำกัด,7/7/2559," 1,000,000 ",46639,ประกอบกิจการเป็นผู้แทนจำหน่าย ซื้อมา ขายไป ซึ่งสินค้าวัสดุก่อสร้าง คอนกรีตผสมเสร็จและอื่นๆ,91/57 หมู่ที่ 9  ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี 20180,,
295,0205559021120,บจ.ไอเอชโอ คอสเมติค จำกัด,11/7/2559," 1,000,000 ",46443,ประกอบกิจการค้าเครื่องสำอาง อุปกรณ์เครื่องมือและเครื่องใช้เสริมความงาม,31/54 หมู่ที่ 9  ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี 20180,,
296,0205559020140,บจ.ณัฏฐนัทธ์เซอร์วิส จำกัด,1/7/2559," 1,000,000 ",78200,ประกอบกิจการรับเหมาแรงงานในกิจการทุกประเภท,18/1 หมู่ที่ 2  ต.คลองพลู อ.หนองใหญ่ จ.ชลบุรี 20190,,
297,0205559021626,บจ.ริชแมน เทรเวอร์ คอนสตรัคชั่น จำกัด,14/7/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน,11 หมู่ที่ 1  ต.ห้างสูง อ.หนองใหญ่ จ.ชลบุรี 20190,,
298,0203559003286,หจ.เค.เอ็น.เคลมแอนด์ลอว์,28/7/2559," 1,000,000 ",66210,รับการตรวจสอบอุบัติเหตุรถนต์อุบัติภัยต่างๆให้กับบริษัทประกันวินาศภัย รับปรึกษาอรรถคดี,339/20 หมู่ที่ 10  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
299,0205559020280,บจ.ชัยพาเจริญ จำกัด,4/7/2559," 1,000,000 ",68104,ประกอบกิจการทำตลาดสดเช่น บริการให้เช่าแผงขายของ,36 หมู่ที่ 2  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
300,0205559020557,บจ.ที.พี.เอ็นจิเนียริ่ง แอนด์ โปรดักส์ จำกัด,6/7/2559," 1,000,000 ",46599,ประกอบกิจการจำหน่ายเครื่องมือตรวจสอบชิ้นงานอุตสาหกรรม,73/65 หมู่ที่ 6  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
301,0205559021758,บจ.ปิโตรเลียม 2016 จำกัด,14/7/2559," 1,000,000 ",47300,ประกอบกิจการค้าน้ำมันเชื้อเพลิงถ่านหินผลิตภัณฑ์อย่างอื่นที่ก่อให้เกิดพลังงานและสถานีน้ำมันเชื้อเพลิง,563 หมู่ที่ 10  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
302,0205559022134,บจ.ไทยพีพี มินิแฟคทอรี่ จำกัด,21/7/2559," 1,000,000 ",68104,ประกอบกิจการให้บริการ เช่า อาคาร โกดังเก็บสินค้า และอสังหาริมทรัพย์,269/4 หมู่ที่ 2  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
303,0205559022193,บจ.นิวทรูเม้นท์ จำกัด,21/7/2559," 1,000,000 ",46105,จัดซื้อ จัดหาอุปกรณ์เครื่องจักร อะไหล่และอุปกรณ์สำนักงานสำหรับอุตสาหกรรมทุกประเภท,392/59 หมู่ที่ 10  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
304,0205559022967,บจ.ปรีดาบางพระ คอนสตรัคชั่น จำกัด,28/7/2559," 1,000,000 ",41002,รับเหมาก่อสร้างทุกชนิด,108/9 หมู่ที่ 5  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
305,0205559023203,บจ.ซีเค จินดาสวัสดิ์ จำกัด,29/7/2559," 1,000,000 ",49334,ประกอบกิจการธุรกิจขนส่งตู้คอนเทนเนอร์แะลขนถ่ายสินค้าทุกประเภท,44/42 หมู่ที่ 6  ต.บางพระ อ.ศรีราชา จ.ชลบุรี 20210,,
306,0205559020387,บจ.มาร์ยอง จำกัด,5/7/2559," 1,000,000 ",46443,ประกอบกิจการจำหน่ายเครื่องสำอาง เวชสำอาง และรวมไปถึง อาหารเสริม ทั้งคนและสัตว์,13/1 หมู่ที่ 5  ต.หนองไผ่แก้ว อ.บ้านบึง จ.ชลบุรี 20220,,
307,0205559022916,บจ.ศิริกัญญาพร๊อพเพอร์ตี้ จำกัด,27/7/2559," 1,000,000 ",68101,ซื้อจัดหา รับเช่าเช่าซื้อ ถือกรรมสิทธิ์ ครอบครอง ปรับปรุงใช้และจัดการโดยประการอื่นซึ่งทรัพย์สินใดๆ,99/88 หมู่ที่ 1  ต.คลองกิ่ว อ.บ้านบึง จ.ชลบุรี 20220,,
308,0205559020051,บจ.ยุทธศักดิ์ ทรานสปอร์ต จำกัด,1/7/2559," 1,000,000 ",77101,การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์นั่งส่วนบุคคล รถกะบะ รถตู้ และรถขนาดเล็กที่คล้ายกัน,30/2 หมู่ที่ 10  ต.บึง อ.ศรีราชา จ.ชลบุรี 20230,,
309,0205559020085,บจ.คอนแลนด์ การาจ (ประเทศไทย) จำกัด,1/7/2559," 1,000,000 ",45201,ประกอบกิจการอู่ซ่อมรถยนต์ รถจักรยายนต์ เช็คระยะรถยนต์ รวมทั้งปะผุ เคาะ พ่นสี,104/13 หมู่ที่ 4  ต.บึง อ.ศรีราชา จ.ชลบุรี 20230,,
310,0205559020247,บจ.แอล.เอส.ที พลาสติก จำกัด,4/7/2559," 1,000,000 ",22230,ประกอบกิจการรับฉีดพลาสติก ยานยนต์และอุปกรณ์ไฟฟ้าทุกชนิด,86/16 หมู่ที่ 4  ต.บึง อ.ศรีราชา จ.ชลบุรี 20230,,
311,0205559020441,บจ.เดอะวัน ซับ-เซอร์วิส จำกัด,5/7/2559," 1,000,000 ",49339,ประกอบกิจการ ขนส่ง,60/27 หมู่ที่ 2  ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230,,
312,0205559020468,บจ.ซี. อี ซัพพลาย จำกัด,5/7/2559," 1,000,000 ",45101,ประกอบกิจการค้าจำหน่าย อะไหล่ รถยนต์ และรถมอเตอร์ไซต์ทุกชนิด,124/98 หมู่ที่ 3  ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230,,
313,0205559020522,บจ.อีสเทิร์น ซีเคียวริตี้ ซิสเต็ม จำกัด,5/7/2559," 1,000,000 ",46421,ประกอบกิจการนำเข้า ส่งออก เครื่องใช้ไฟฟ้า แผงรับพลังงานแสงอาทิตย์ เครื่องรับสัญญาณดาวเทียม,288/120 หมู่ที่ 5  ต.บึง อ.ศรีราชา จ.ชลบุรี 20230,,
314,0205559020531,บจ.เวิลด์ ทิคเก็ต ทริป จำกัด,5/7/2559," 1,000,000 ",79909,ประกอบกิจการเป็นตัวแทนจำหน่ายตั๋วเครื่องบิน,48/73 หมู่ที่ 10  ต.ทุ่งสุขลา อ.ศรีราชา จ.ชลบุรี 20230,,
315,0205559020671,บจ.ยูทิลิตี้ กรุ๊ป (ไทยแลนด์) จำกัด,6/7/2559," 1,000,000 ",43210,ประกอบกิจการรับเหมา ซ่อมแซม บำรุงรักษา ตรวจสอบ ติดตั้ง แกัไข ระบบไฟฟ้า ประปา  ปรับอากาศ,168/106 หมู่บ้านพาสุข วิลเลจ หมู่ที่ 7  ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230,,
